filename,word,type,description
3000-junior-high-school-words.md,podcast,Media & Entertainment,a series of audio recordings you can listen to online
3000-junior-high-school-words.md,press,Media & Entertainment,"newspapers and magazines, or the people who write for them"
3000-junior-high-school-words.md,prime time,Media & Entertainment,the time in the evening when the most people watch TV
3000-junior-high-school-words.md,rating,Media & Entertainment,a measure of how many people watch a TV show
3000-junior-high-school-words.md,release,Media & Entertainment,"to make a movie, song, or book available to the public"
3000-junior-high-school-words.md,sequel,Media & Entertainment,a movie or book that continues the story of an earlier one
3000-junior-high-school-words.md,subscribe,Media & Entertainment,"to pay regularly to receive a magazine, channel, or service"
3000-junior-high-school-words.md,suspense,Media & Entertainment,a feeling of excitement about what will happen next
3000-junior-high-school-words.md,telecast,Media & Entertainment,a program shown on television
3000-junior-high-school-words.md,transmit,Media & Entertainment,to send out signals for television or radio
3000-junior-high-school-words.md,headline news,Media & Entertainment,the most important news stories
3000-junior-high-school-words.md,anchor,Media & Entertainment,the main person who reads the news on television
3000-junior-high-school-words.md,binge-watch,Media & Entertainment,to watch many episodes of a TV show one after another
3000-junior-high-school-words.md,correspondent,Media & Entertainment,a reporter who sends news from a distant place
3000-junior-high-school-words.md,exclusive,Media & Entertainment,available to only one news source; special and limited
3000-junior-high-school-words.md,headline,Media & Entertainment,the main title of a news article
3000-junior-high-school-words.md,highlight,Media & Entertainment,the most exciting or important part of an event
3000-junior-high-school-words.md,motion picture,Media & Entertainment,a movie shown in a theater
3000-junior-high-school-words.md,online,Media & Entertainment,connected to and available through the internet
3000-junior-high-school-words.md,preview,Media & Entertainment,a chance to see something before it is officially available
3000-junior-high-school-words.md,propaganda,Media & Entertainment,"information used to influence people's opinions, often unfairly"
3000-junior-high-school-words.md,public,Media & Entertainment,relating to all the people in a community or country
3000-junior-high-school-words.md,sensation,Media & Entertainment,something that causes great excitement or interest
3000-junior-high-school-words.md,apologize,Social Relationships & Communication,to say you are sorry for something you did
3000-junior-high-school-words.md,compromise,Social Relationships & Communication,an agreement where each side gives up something
3000-junior-high-school-words.md,conflict,Social Relationships & Communication,a strong disagreement or fight between people
3000-junior-high-school-words.md,cooperate,Social Relationships & Communication,to work together with others toward a common goal
3000-junior-high-school-words.md,disagree,Social Relationships & Communication,to have a different opinion from someone
3000-junior-high-school-words.md,express,Social Relationships & Communication,to show your feelings or thoughts through words or actions
3000-junior-high-school-words.md,gossip,Social Relationships & Communication,"talk about other people's private lives, often untrue"
3000-junior-high-school-words.md,negotiate,Social Relationships & Communication,to discuss something in order to reach an agreement
3000-junior-high-school-words.md,persuade,Social Relationships & Communication,to convince someone to do or believe something
3000-junior-high-school-words.md,prejudice,Social Relationships & Communication,an unfair opinion about someone before knowing them
3000-junior-high-school-words.md,communicate,Social Relationships & Communication,to share information or ideas with another person
3000-junior-high-school-words.md,empathy,Social Relationships & Communication,the ability to understand how another person feels
3000-junior-high-school-words.md,sympathy,Social Relationships & Communication,feeling sorry for someone who is going through difficulty
3000-junior-high-school-words.md,relationship,Social Relationships & Communication,the way two or more people are connected
3000-junior-high-school-words.md,acquaintance,Social Relationships & Communication,someone you know slightly but who is not a close friend
3000-junior-high-school-words.md,bond,Social Relationships & Communication,a strong feeling of connection between people
3000-junior-high-school-words.md,boundary,Social Relationships & Communication,a limit that defines acceptable behavior
3000-junior-high-school-words.md,companion,Social Relationships & Communication,a person who spends time with you; a close friend
3000-junior-high-school-words.md,confide,Social Relationships & Communication,to tell a secret to someone you trust
3000-junior-high-school-words.md,confront,Social Relationships & Communication,to deal with a difficult person or situation directly
3000-junior-high-school-words.md,console,Social Relationships & Communication,to comfort someone who is sad or disappointed
3000-junior-high-school-words.md,criticize,Social Relationships & Communication,to say what is wrong with someone or something
3000-junior-high-school-words.md,defend,Social Relationships & Communication,to speak in support of someone who is being attacked
3000-junior-high-school-words.md,embarrass,Social Relationships & Communication,to make someone feel ashamed or uncomfortable
3000-junior-high-school-words.md,exclude,Social Relationships & Communication,to keep someone out of a group or activity
3000-junior-high-school-words.md,flatter,Social Relationships & Communication,"to praise someone too much, often not sincerely"
3000-junior-high-school-words.md,gesture,Social Relationships & Communication,a movement of hands or body to express something
3000-junior-high-school-words.md,grumble,Social Relationships & Communication,"to complain in a quiet, unhappy way"
3000-junior-high-school-words.md,harmony,Social Relationships & Communication,a state of peaceful agreement and cooperation
3000-junior-high-school-words.md,insult,Social Relationships & Communication,to say or do something rude that hurts someone's feelings
3000-junior-high-school-words.md,interact,Social Relationships & Communication,to communicate or work with other people
3000-junior-high-school-words.md,jealousy,Social Relationships & Communication,the feeling of wanting what someone else has
3000-junior-high-school-words.md,loyal,Social Relationships & Communication,always supporting and being faithful to someone
3000-junior-high-school-words.md,manner,Social Relationships & Communication,the way you behave toward other people
3000-junior-high-school-words.md,mediate,Social Relationships & Communication,to help two sides reach an agreement
3000-junior-high-school-words.md,misunderstand,Social Relationships & Communication,to not understand something correctly
3000-junior-high-school-words.md,mutual,Social Relationships & Communication,shared or felt by two or more people equally
3000-junior-high-school-words.md,offend,Social Relationships & Communication,to make someone feel upset or angry
3000-junior-high-school-words.md,peer,Social Relationships & Communication,a person who is the same age or status as you
3000-junior-high-school-words.md,praise,Social Relationships & Communication,to say good things about someone's work or behavior
3000-junior-high-school-words.md,quarrel,Social Relationships & Communication,an angry argument between people
3000-junior-high-school-words.md,reassure,Social Relationships & Communication,to say something to stop someone from worrying
3000-junior-high-school-words.md,reject,Social Relationships & Communication,to say no to something or refuse to accept someone
3000-junior-high-school-words.md,resent,Social Relationships & Communication,to feel angry about something unfair that was done to you
3000-junior-high-school-words.md,rivalry,Social Relationships & Communication,a situation where two people or groups compete against each other
3000-junior-high-school-words.md,rumor,Social Relationships & Communication,information that spreads among people but may not be true
3000-junior-high-school-words.md,sincere,Social Relationships & Communication,honest and meaning what you say
3000-junior-high-school-words.md,socialize,Social Relationships & Communication,to spend time with other people in a friendly way
3000-junior-high-school-words.md,tension,Social Relationships & Communication,a feeling of nervousness or stress between people
3000-junior-high-school-words.md,tolerance,Social Relationships & Communication,accepting people who are different from you
3000-junior-high-school-words.md,trustworthy,Social Relationships & Communication,someone you can rely on and believe in
3000-junior-high-school-words.md,volunteer,Social Relationships & Communication,a person who does work without being paid
3000-junior-high-school-words.md,betray,Social Relationships & Communication,to be disloyal to someone who trusts you
3000-junior-high-school-words.md,bless,Social Relationships & Communication,to wish someone happiness or good things
3000-junior-high-school-words.md,boast,Social Relationships & Communication,to talk proudly about yourself in an annoying way
3000-junior-high-school-words.md,charm,Social Relationships & Communication,a quality that makes people like you
3000-junior-high-school-words.md,chat,Social Relationships & Communication,"to talk in a friendly, informal way"
3000-junior-high-school-words.md,cherish,Social Relationships & Communication,to care for someone or something deeply
3000-junior-high-school-words.md,civil,Social Relationships & Communication,"polite and respectful, even when you disagree"
3000-junior-high-school-words.md,commitment,Social Relationships & Communication,a promise to do something or be loyal
3000-junior-high-school-words.md,complain,Social Relationships & Communication,to say you are unhappy about something
3000-junior-high-school-words.md,compliment,Social Relationships & Communication,a nice thing you say about someone
3000-junior-high-school-words.md,confess,Social Relationships & Communication,to admit something you have done wrong
3000-junior-high-school-words.md,confident,Social Relationships & Communication,feeling sure about your own abilities
3000-junior-high-school-words.md,consent,Social Relationships & Communication,to give permission for something to happen
3000-junior-high-school-words.md,considerate,Social Relationships & Communication,thinking about how other people feel
3000-junior-high-school-words.md,convince,Social Relationships & Communication,to make someone believe or agree with something
3000-junior-high-school-words.md,dignity,Social Relationships & Communication,the quality of being worthy of respect
3000-junior-high-school-words.md,disappoint,Social Relationships & Communication,to make someone feel sad because expectations were not met
3000-junior-high-school-words.md,dispute,Social Relationships & Communication,a serious disagreement about something
3000-junior-high-school-words.md,dominate,Social Relationships & Communication,to have control or power over others
3000-junior-high-school-words.md,embrace,Social Relationships & Communication,to hold someone closely in your arms
3000-junior-high-school-words.md,emotion,Social Relationships & Communication,"a strong feeling like happiness, anger, or sadness"
3000-junior-high-school-words.md,generous,Social Relationships & Communication,willing to give and share with others
3000-junior-high-school-words.md,genuine,Social Relationships & Communication,"real and honest, not pretending"
3000-junior-high-school-words.md,humble,Social Relationships & Communication,not thinking you are better than others
3000-junior-high-school-words.md,ignore,Social Relationships & Communication,to pay no attention to someone or something
3000-junior-high-school-words.md,impression,Social Relationships & Communication,the idea or feeling you get about someone when you first meet
3000-junior-high-school-words.md,interfere,Social Relationships & Communication,to get involved in something that is not your business
3000-junior-high-school-words.md,intimate,Social Relationships & Communication,having a very close personal relationship
3000-junior-high-school-words.md,irritate,Social Relationships & Communication,to make someone feel slightly angry or annoyed
3000-junior-high-school-words.md,manipulate,Social Relationships & Communication,to control someone in a clever and unfair way
3000-junior-high-school-words.md,mentor,Social Relationships & Communication,an experienced person who gives advice and guidance
3000-junior-high-school-words.md,moral,Social Relationships & Communication,relating to what is right and wrong
3000-junior-high-school-words.md,obey,Social Relationships & Communication,to do what someone tells you to do
3000-junior-high-school-words.md,obligation,Social Relationships & Communication,something you must do because it is your duty
3000-junior-high-school-words.md,participate,Social Relationships & Communication,to take part in an activity with others
3000-junior-high-school-words.md,patience,Social Relationships & Communication,the ability to wait calmly without getting angry
3000-junior-high-school-words.md,reconcile,Social Relationships & Communication,to become friendly again after an argument
3000-junior-high-school-words.md,rely,Social Relationships & Communication,to trust and depend on someone or something
3000-junior-high-school-words.md,reputation,Social Relationships & Communication,what people generally think about someone
3000-junior-high-school-words.md,sacrifice,Social Relationships & Communication,to give up something important for someone else
3000-junior-high-school-words.md,selfish,Social Relationships & Communication,caring only about yourself and not others
3000-junior-high-school-words.md,sensitive,Social Relationships & Communication,easily hurt emotionally; aware of others' feelings
3000-junior-high-school-words.md,soothe,Social Relationships & Communication,to make someone feel calm and less upset
3000-junior-high-school-words.md,stubborn,Social Relationships & Communication,refusing to change your mind or behavior
3000-junior-high-school-words.md,tease,Social Relationships & Communication,to make fun of someone in a playful or unkind way
3000-junior-high-school-words.md,thoughtful,Social Relationships & Communication,caring about other people's needs and feelings
3000-junior-high-school-words.md,unite,Social Relationships & Communication,to join together as one group
3000-junior-high-school-words.md,witness,Social Relationships & Communication,a person who sees something happen
3000-junior-high-school-words.md,ingredient,"Food, Cooking & Nutrition (Advanced)",one of the items used to make a dish
3000-junior-high-school-words.md,grill,"Food, Cooking & Nutrition (Advanced)",to cook food over a fire or hot surface
3000-junior-high-school-words.md,roast,"Food, Cooking & Nutrition (Advanced)",to cook food in an oven with dry heat
3000-junior-high-school-words.md,stir-fry,"Food, Cooking & Nutrition (Advanced)",to cook small pieces of food quickly in a hot pan
3000-junior-high-school-words.md,portion,"Food, Cooking & Nutrition (Advanced)",the amount of food served to one person
3000-junior-high-school-words.md,appetizer,"Food, Cooking & Nutrition (Advanced)",a small dish served before the main meal
3000-junior-high-school-words.md,beverage,"Food, Cooking & Nutrition (Advanced)",any type of drink
3000-junior-high-school-words.md,nutrition,"Food, Cooking & Nutrition (Advanced)",the process of getting the right food for good health
3000-junior-high-school-words.md,calorie,"Food, Cooking & Nutrition (Advanced)",a unit that measures the energy in food
3000-junior-high-school-words.md,cuisine,"Food, Cooking & Nutrition (Advanced)",a style of cooking from a particular country or region
3000-junior-high-school-words.md,marinate,"Food, Cooking & Nutrition (Advanced)",to soak food in a sauce to add flavor before cooking
3000-junior-high-school-words.md,simmer,"Food, Cooking & Nutrition (Advanced)",to cook food slowly in liquid just below boiling
3000-junior-high-school-words.md,garnish,"Food, Cooking & Nutrition (Advanced)",to add a small decoration to a dish before serving
3000-junior-high-school-words.md,bland,"Food, Cooking & Nutrition (Advanced)",having little or no flavor; not tasty
3000-junior-high-school-words.md,savory,"Food, Cooking & Nutrition (Advanced)","having a salty or spicy taste, not sweet"
3000-junior-high-school-words.md,spicy,"Food, Cooking & Nutrition (Advanced)","having a strong, hot taste from peppers or spices"
3000-junior-high-school-words.md,sour,"Food, Cooking & Nutrition (Advanced)",having a sharp taste like lemon
3000-junior-high-school-words.md,bitter,"Food, Cooking & Nutrition (Advanced)","having a strong, sharp taste that is not sweet"
3000-junior-high-school-words.md,tender,"Food, Cooking & Nutrition (Advanced)",soft and easy to chew
3000-junior-high-school-words.md,crispy,"Food, Cooking & Nutrition (Advanced)",hard and making a crunching sound when eaten
3000-junior-high-school-words.md,organic,"Food, Cooking & Nutrition (Advanced)",grown without using chemicals
3000-junior-high-school-words.md,preserve,"Food, Cooking & Nutrition (Advanced)",to keep food from going bad
3000-junior-high-school-words.md,ferment,"Food, Cooking & Nutrition (Advanced)","to change food using bacteria, creating a sour taste"
3000-junior-high-school-words.md,protein,"Food, Cooking & Nutrition (Advanced)",a substance in food that helps your body grow and repair
3000-junior-high-school-words.md,carbohydrate,"Food, Cooking & Nutrition (Advanced)","a substance in bread, rice, and pasta that gives energy"
3000-junior-high-school-words.md,fiber,"Food, Cooking & Nutrition (Advanced)",the part of plants that helps your digestion
3000-junior-high-school-words.md,vitamin,"Food, Cooking & Nutrition (Advanced)",a natural substance in food that keeps you healthy
3000-junior-high-school-words.md,mineral,"Food, Cooking & Nutrition (Advanced)",a substance like iron or calcium that your body needs
3000-junior-high-school-words.md,cholesterol,"Food, Cooking & Nutrition (Advanced)",a fatty substance in blood that can cause health problems
3000-junior-high-school-words.md,allergy,"Food, Cooking & Nutrition (Advanced)",a bad reaction your body has to certain foods
3000-junior-high-school-words.md,dairy,"Food, Cooking & Nutrition (Advanced)","foods made from milk, like cheese and yogurt"
3000-junior-high-school-words.md,gluten,"Food, Cooking & Nutrition (Advanced)",a protein found in wheat and some grains
3000-junior-high-school-words.md,vegetarian,"Food, Cooking & Nutrition (Advanced)",a person who does not eat meat
3000-junior-high-school-words.md,vegan,"Food, Cooking & Nutrition (Advanced)",a person who does not eat any animal products
3000-junior-high-school-words.md,pastry,"Food, Cooking & Nutrition (Advanced)","a sweet baked food made with flour, butter, and sugar"
3000-junior-high-school-words.md,broth,"Food, Cooking & Nutrition (Advanced)","a thin, clear soup made by cooking meat or vegetables in water"
3000-junior-high-school-words.md,condiment,"Food, Cooking & Nutrition (Advanced)","a sauce or seasoning added to food, like ketchup or mustard"
3000-junior-high-school-words.md,dough,"Food, Cooking & Nutrition (Advanced)",a thick mixture of flour and water used to make bread
3000-junior-high-school-words.md,entree,"Food, Cooking & Nutrition (Advanced)",the main dish of a meal
3000-junior-high-school-words.md,feast,"Food, Cooking & Nutrition (Advanced)","a large, special meal for many people"
3000-junior-high-school-words.md,harvest,"Food, Cooking & Nutrition (Advanced)",to gather crops when they are ready
3000-junior-high-school-words.md,leftovers,"Food, Cooking & Nutrition (Advanced)",food that remains after a meal
3000-junior-high-school-words.md,pantry,"Food, Cooking & Nutrition (Advanced)",a small room or closet where food is stored
3000-junior-high-school-words.md,peel,"Food, Cooking & Nutrition (Advanced)",to remove the skin from a fruit or vegetable
3000-junior-high-school-words.md,mince,"Food, Cooking & Nutrition (Advanced)",to cut food into very small pieces
3000-junior-high-school-words.md,dice,"Food, Cooking & Nutrition (Advanced)",to cut food into small cube-shaped pieces
3000-junior-high-school-words.md,whisk,"Food, Cooking & Nutrition (Advanced)",to mix something quickly with a fork or tool
3000-junior-high-school-words.md,knead,"Food, Cooking & Nutrition (Advanced)",to press and fold dough with your hands
3000-junior-high-school-words.md,strain,"Food, Cooking & Nutrition (Advanced)",to pour liquid through a filter to remove solid pieces
3000-junior-high-school-words.md,steam,"Food, Cooking & Nutrition (Advanced)",to cook food using hot steam from boiling water
3000-junior-high-school-words.md,soak,"Food, Cooking & Nutrition (Advanced)",to leave something in liquid for a period of time
3000-junior-high-school-words.md,defrost,"Food, Cooking & Nutrition (Advanced)",to let frozen food become soft and ready to cook
3000-junior-high-school-words.md,diet,"Food, Cooking & Nutrition (Advanced)",the food that a person usually eats
3000-junior-high-school-words.md,appetite,"Food, Cooking & Nutrition (Advanced)",the feeling of wanting to eat food
3000-junior-high-school-words.md,buffet,"Food, Cooking & Nutrition (Advanced)",a meal where people serve themselves from a table of food
3000-junior-high-school-words.md,banquet,"Food, Cooking & Nutrition (Advanced)",a formal dinner for a large group of people
3000-junior-high-school-words.md,cuisine,"Food, Cooking & Nutrition (Advanced)",the cooking style typical of a particular region
3000-junior-high-school-words.md,dessert,"Food, Cooking & Nutrition (Advanced)",sweet food eaten at the end of a meal
3000-junior-high-school-words.md,dine,"Food, Cooking & Nutrition (Advanced)","to eat dinner, especially at a restaurant"
3000-junior-high-school-words.md,aroma,"Food, Cooking & Nutrition (Advanced)","a pleasant smell, especially from food or drink"
3000-junior-high-school-words.md,crave,"Food, Cooking & Nutrition (Advanced)",to want a particular food very much
3000-junior-high-school-words.md,ripe,"Food, Cooking & Nutrition (Advanced)","ready to be eaten, said about fruit"
3000-junior-high-school-words.md,stale,"Food, Cooking & Nutrition (Advanced)","no longer fresh, said about bread or cake"
3000-junior-high-school-words.md,raw,"Food, Cooking & Nutrition (Advanced)",not cooked
3000-junior-high-school-words.md,additive,"Food, Cooking & Nutrition (Advanced)",a substance added to food to improve it or keep it fresh
3000-junior-high-school-words.md,balanced,"Food, Cooking & Nutrition (Advanced)",having the right amounts of different types of food
3000-junior-high-school-words.md,digest,"Food, Cooking & Nutrition (Advanced)",to break down food in your stomach so your body can use it
3000-junior-high-school-words.md,nourish,"Food, Cooking & Nutrition (Advanced)",to give your body the food it needs to be healthy
3000-junior-high-school-words.md,supplement,"Food, Cooking & Nutrition (Advanced)",something extra taken to improve nutrition
3000-junior-high-school-words.md,obesity,"Food, Cooking & Nutrition (Advanced)",the condition of being very overweight
3000-junior-high-school-words.md,metabolism,"Food, Cooking & Nutrition (Advanced)",the way your body turns food into energy
3000-junior-high-school-words.md,utensil,"Food, Cooking & Nutrition (Advanced)",a tool used for eating or cooking
3000-junior-high-school-words.md,skewer,"Food, Cooking & Nutrition (Advanced)",a long thin stick used to hold pieces of food for grilling
3000-junior-high-school-words.md,tenderize,"Food, Cooking & Nutrition (Advanced)",to make meat softer by pounding or marinating it
3000-junior-high-school-words.md,catering,"Food, Cooking & Nutrition (Advanced)",providing food and drinks for events or parties
3000-junior-high-school-words.md,gourmet,"Food, Cooking & Nutrition (Advanced)","relating to high-quality, finely prepared food"
3000-junior-high-school-words.md,microwave,"Food, Cooking & Nutrition (Advanced)",to heat food using a microwave oven
3000-junior-high-school-words.md,sautee,"Food, Cooking & Nutrition (Advanced)",to fry food quickly in a small amount of oil
3000-junior-high-school-words.md,poach,"Food, Cooking & Nutrition (Advanced)",to cook food gently in simmering liquid
3000-junior-high-school-words.md,frosting,"Food, Cooking & Nutrition (Advanced)",a sweet covering put on top of cakes
3000-junior-high-school-words.md,glaze,"Food, Cooking & Nutrition (Advanced)","a thin, shiny coating put on food"
3000-junior-high-school-words.md,infuse,"Food, Cooking & Nutrition (Advanced)",to add flavor by soaking an ingredient in liquid
3000-junior-high-school-words.md,tray,"Food, Cooking & Nutrition (Advanced)",a flat board used to carry food and drinks
3000-junior-high-school-words.md,wok,"Food, Cooking & Nutrition (Advanced)","a large, round pan used in Asian cooking"
3000-junior-high-school-words.md,marinade,"Food, Cooking & Nutrition (Advanced)",a liquid mixture used to soak food before cooking
3000-junior-high-school-words.md,spreadable,"Food, Cooking & Nutrition (Advanced)",soft enough to be spread on bread or crackers
3000-junior-high-school-words.md,exotic,"Food, Cooking & Nutrition (Advanced)",from a faraway country; unusual and interesting
3000-junior-high-school-words.md,wholesome,"Food, Cooking & Nutrition (Advanced)",good for your health
3000-junior-high-school-words.md,cuisine,"Food, Cooking & Nutrition (Advanced)",the food and cooking traditions of a place
3000-junior-high-school-words.md,intolerance,"Food, Cooking & Nutrition (Advanced)",the body's inability to digest certain foods properly
3000-junior-high-school-words.md,savor,"Food, Cooking & Nutrition (Advanced)",to enjoy the taste or smell of food slowly
3000-junior-high-school-words.md,zest,"Food, Cooking & Nutrition (Advanced)",small pieces of lemon or orange skin used for flavor
3000-junior-high-school-words.md,puree,"Food, Cooking & Nutrition (Advanced)",food that has been blended until very smooth
3000-junior-high-school-words.md,cuisine,"Food, Cooking & Nutrition (Advanced)",the art or practice of cooking
3000-junior-high-school-words.md,braise,"Food, Cooking & Nutrition (Advanced)",to cook meat slowly in a covered pot with liquid
3000-junior-high-school-words.md,blanch,"Food, Cooking & Nutrition (Advanced)",to put food briefly in boiling water then in cold water
3000-junior-high-school-words.md,drizzle,"Food, Cooking & Nutrition (Advanced)",to pour a thin stream of liquid over food
3000-junior-high-school-words.md,garnish,"Food, Cooking & Nutrition (Advanced)",a small amount of food used to decorate a dish
3000-junior-high-school-words.md,substitute,"Food, Cooking & Nutrition (Advanced)",something used in place of another ingredient
3000-junior-high-school-words.md,compose,"Music, Art & Performance",to write a piece of music
3000-junior-high-school-words.md,melody,"Music, Art & Performance",a series of musical notes that form a tune
3000-junior-high-school-words.md,rhythm,"Music, Art & Performance",a regular pattern of beats in music
3000-junior-high-school-words.md,sculpture,"Music, Art & Performance",a piece of art made by carving or shaping material
3000-junior-high-school-words.md,gallery,"Music, Art & Performance",a room or building where art is shown to the public
3000-junior-high-school-words.md,exhibition,"Music, Art & Performance","a public display of art, objects, or information"
3000-junior-high-school-words.md,perform,"Music, Art & Performance","to act, sing, dance, or play music in front of people"
3000-junior-high-school-words.md,rehearse,"Music, Art & Performance",to practice a performance before the real show
3000-junior-high-school-words.md,lyric,"Music, Art & Performance",the words of a song
3000-junior-high-school-words.md,acoustic,"Music, Art & Performance",relating to sound; music played without electronic equipment
3000-junior-high-school-words.md,choir,"Music, Art & Performance",a group of people who sing together
3000-junior-high-school-words.md,chorus,"Music, Art & Performance",the part of a song that is repeated after each verse
3000-junior-high-school-words.md,conductor,"Music, Art & Performance",a person who leads an orchestra or choir
3000-junior-high-school-words.md,orchestra,"Music, Art & Performance",a large group of musicians who play together
3000-junior-high-school-words.md,solo,"Music, Art & Performance",a performance by one person alone
3000-junior-high-school-words.md,duet,"Music, Art & Performance",a performance by two people together
3000-junior-high-school-words.md,harmony,"Music, Art & Performance",musical notes played together that sound pleasing
3000-junior-high-school-words.md,tempo,"Music, Art & Performance",the speed at which a piece of music is played
3000-junior-high-school-words.md,tune,"Music, Art & Performance",a series of notes that make a piece of music
3000-junior-high-school-words.md,pitch,"Music, Art & Performance",how high or low a musical note sounds
3000-junior-high-school-words.md,vocal,"Music, Art & Performance","relating to the human voice, especially in singing"
3000-junior-high-school-words.md,composer,"Music, Art & Performance",a person who writes music
3000-junior-high-school-words.md,ballet,"Music, Art & Performance",a type of dance with graceful movements and special shoes
3000-junior-high-school-words.md,choreography,"Music, Art & Performance",the design of dance steps for a performance
3000-junior-high-school-words.md,costume,"Music, Art & Performance",special clothes worn by performers in a show
3000-junior-high-school-words.md,encore,"Music, Art & Performance",an extra performance at the end of a show when the audience asks for more
3000-junior-high-school-words.md,ovation,"Music, Art & Performance",loud and long clapping from an audience
3000-junior-high-school-words.md,applause,"Music, Art & Performance",the sound of people clapping their hands to show they liked something
3000-junior-high-school-words.md,audition,"Music, Art & Performance",a short performance to test if someone is good enough for a role
3000-junior-high-school-words.md,backstage,"Music, Art & Performance",the area behind the stage where performers get ready
3000-junior-high-school-words.md,canvas,"Music, Art & Performance",a strong cloth that artists paint on
3000-junior-high-school-words.md,ceramic,"Music, Art & Performance",objects made from clay that is baked until hard
3000-junior-high-school-words.md,craft,"Music, Art & Performance",a skill of making things by hand
3000-junior-high-school-words.md,creativity,"Music, Art & Performance",the ability to think of new and original ideas
3000-junior-high-school-words.md,curtain,"Music, Art & Performance",the large cloth that covers the stage before a show
3000-junior-high-school-words.md,masterpiece,"Music, Art & Performance","an extremely good piece of art, music, or writing"
3000-junior-high-school-words.md,mural,"Music, Art & Performance",a large painting done directly on a wall
3000-junior-high-school-words.md,palette,"Music, Art & Performance",a board on which an artist mixes colors
3000-junior-high-school-words.md,portrait,"Music, Art & Performance","a painting, drawing, or photo of a person"
3000-junior-high-school-words.md,sketch,"Music, Art & Performance","a quick, simple drawing"
3000-junior-high-school-words.md,abstract,"Music, Art & Performance",art that uses shapes and colors instead of showing real things
3000-junior-high-school-words.md,composition,"Music, Art & Performance",the arrangement of elements in a work of art
3000-junior-high-school-words.md,inspiration,"Music, Art & Performance",a feeling or idea that makes you want to create something
3000-junior-high-school-words.md,landscape,"Music, Art & Performance",a painting or picture of natural scenery
3000-junior-high-school-words.md,statue,"Music, Art & Performance",a figure of a person or animal made from stone or metal
3000-junior-high-school-words.md,symphony,"Music, Art & Performance",a long piece of music written for a full orchestra
3000-junior-high-school-words.md,verse,"Music, Art & Performance",one section of a song or poem
3000-junior-high-school-words.md,opera,"Music, Art & Performance",a dramatic musical performance where the story is sung
3000-junior-high-school-words.md,recital,"Music, Art & Performance",a public performance of music or poetry
3000-junior-high-school-words.md,stage,"Music, Art & Performance",the raised area where performers act or play music
3000-junior-high-school-words.md,concert,"Music, Art & Performance",a live performance of music for an audience
3000-junior-high-school-words.md,festival,"Music, Art & Performance",a special event with many performances over several days
3000-junior-high-school-words.md,talent,"Music, Art & Performance",a natural ability to do something well
3000-junior-high-school-words.md,technique,"Music, Art & Performance",a particular way of doing something skillfully
3000-junior-high-school-words.md,watercolor,"Music, Art & Performance",paint that is mixed with water; a painting made with it
3000-junior-high-school-words.md,acrylic,"Music, Art & Performance",a type of fast-drying paint used by artists
3000-junior-high-school-words.md,charcoal,"Music, Art & Performance",a dark drawing material made from burned wood
3000-junior-high-school-words.md,pastel,"Music, Art & Performance","a soft, colored drawing stick; also light, soft colors"
3000-junior-high-school-words.md,shade,"Music, Art & Performance",a darker area in a drawing; a slight difference in color
3000-junior-high-school-words.md,texture,"Music, Art & Performance",the way a surface feels or looks
3000-junior-high-school-words.md,dimension,"Music, Art & Performance","a measurement of height, width, or depth"
3000-junior-high-school-words.md,exhibit,"Music, Art & Performance",to show art or objects in a public place
3000-junior-high-school-words.md,fresco,"Music, Art & Performance",a painting done on wet plaster on a wall
3000-junior-high-school-words.md,illuminate,"Music, Art & Performance",to light up or make bright
3000-junior-high-school-words.md,improvise,"Music, Art & Performance",to perform or create something without preparation
3000-junior-high-school-words.md,interpret,"Music, Art & Performance",to explain the meaning of a work of art
3000-junior-high-school-words.md,mosaic,"Music, Art & Performance",a picture made from small colored pieces of glass or stone
3000-junior-high-school-words.md,notation,"Music, Art & Performance",written symbols used to represent music
3000-junior-high-school-words.md,percussion,"Music, Art & Performance",musical instruments played by hitting or shaking
3000-junior-high-school-words.md,playwright,"Music, Art & Performance",a person who writes plays
3000-junior-high-school-words.md,premiere,"Music, Art & Performance","the first performance of a play, concert, or show"
3000-junior-high-school-words.md,prop,"Music, Art & Performance",an object used by actors during a performance
3000-junior-high-school-words.md,rehearsal,"Music, Art & Performance",a practice session before a real performance
3000-junior-high-school-words.md,repertoire,"Music, Art & Performance",all the pieces a musician or performer is prepared to perform
3000-junior-high-school-words.md,stanza,"Music, Art & Performance",a group of lines in a poem
3000-junior-high-school-words.md,trio,"Music, Art & Performance",a group of three musicians performing together
3000-junior-high-school-words.md,troupe,"Music, Art & Performance","a group of actors, dancers, or performers"
3000-junior-high-school-words.md,virtuoso,"Music, Art & Performance",a person with outstanding skill in music or art
3000-junior-high-school-words.md,woodwind,"Music, Art & Performance",instruments like flutes and clarinets that use air to make sound
3000-junior-high-school-words.md,brass,"Music, Art & Performance",instruments like trumpets and trombones made of metal
3000-junior-high-school-words.md,bow,"Music, Art & Performance",a stick with horsehair used to play string instruments
3000-junior-high-school-words.md,amplify,"Music, Art & Performance",to make a sound louder using electronic equipment
3000-junior-high-school-words.md,anthem,"Music, Art & Performance",a song that represents a group or country
3000-junior-high-school-words.md,arrangement,"Music, Art & Performance",a version of a piece of music adapted for different instruments
3000-junior-high-school-words.md,auditorium,"Music, Art & Performance",a large room or hall where performances take place
